;date;France;Germany;Italy
0;2020-01-24;;;
1;2020-01-25;;;
2;2020-01-26;;;
3;2020-01-27;;;
4;2020-01-28;;;
5;2020-01-29;;;
6;2020-01-30;;;
7;2020-01-31;;;
8;2020-02-01;;;
9;2020-02-02;;;
10;2020-02-03;;;
11;2020-02-04;;;
12;2020-02-05;;;
13;2020-02-06;;;
14;2020-02-07;;;
15;2020-02-08;;;
16;2020-02-09;;;
17;2020-02-10;;;
18;2020-02-11;;;
19;2020-02-12;;;
20;2020-02-13;;;
21;2020-02-14;;;
22;2020-02-15;1.4831953961614902e-08;;
23;2020-02-16;1.4831953961614902e-08;;
24;2020-02-17;1.4831953961614902e-08;;
25;2020-02-18;1.4831953961614902e-08;;
26;2020-02-19;1.4831953961614902e-08;;
27;2020-02-20;1.4831953961614902e-08;;
28;2020-02-21;1.4831953961614902e-08;;
29;2020-02-22;1.4831953961614902e-08;;
30;2020-02-23;1.4831953961614902e-08;;
31;2020-02-24;1.4831953961614902e-08;;
32;2020-02-25;1.4831953961614902e-08;;
33;2020-02-26;2.9663907923229805e-08;;
34;2020-02-27;2.9663907923229805e-08;;
35;2020-02-28;2.9663907923229805e-08;;
36;2020-02-29;2.9663907923229805e-08;;
37;2020-03-01;2.9663907923229805e-08;;
38;2020-03-02;4.449586188484471e-08;;
39;2020-03-03;5.932781584645961e-08;;
40;2020-03-04;5.932781584645961e-08;;
41;2020-03-05;1.0382367773130433e-07;;
42;2020-03-06;1.3348758565453414e-07;;
43;2020-03-07;2.3731126338583844e-07;;
44;2020-03-08;2.8180712527068315e-07;;
45;2020-03-09;3.7079884904037257e-07;;
46;2020-03-10;4.894544807332918e-07;;
47;2020-03-11;7.119337901575154e-07;;
48;2020-03-12;7.119337901575154e-07;;
49;2020-03-13;1.1717243629675774e-06;;
50;2020-03-14;1.3497078105069561e-06;;
51;2020-03-15;1.3497078105069561e-06;;
52;2020-03-16;2.2099611402806204e-06;;
53;2020-03-17;2.2099611402806204e-06;;
54;2020-03-18;2.2099611402806204e-06;;
55;2020-03-19;3.6189967666340363e-06;;
56;2020-03-20;6.689211236688321e-06;;
57;2020-03-21;8.35039008038919e-06;;
58;2020-03-22;1.0026400878051674e-05;;
59;2020-03-23;1.2785144314912046e-05;;
60;2020-03-24;1.6344813265699625e-05;;
61;2020-03-25;1.9770994630832668e-05;;
62;2020-03-26;2.5169825872860492e-05;;
63;2020-03-27;2.9604580107383347e-05;;
64;2020-03-28;3.4321141467176886e-05;;
65;2020-03-29;3.8681735931891664e-05;;
66;2020-03-30;4.486666073388508e-05;;
67;2020-03-31;5.229746966865415e-05;;
68;2020-04-01;7.088190798255762e-05;;
69;2020-04-02;7.99145679451811e-05;;
70;2020-04-03;9.655602029011302e-05;;
71;2020-04-04;0.0001121592358577319;;
72;2020-04-05;0.00011985701996381004;;
73;2020-04-06;0.00013221203761383524;;
74;2020-04-07;0.00015321408442348195;;
75;2020-04-08;0.00016128266737860047;;
76;2020-04-09;0.00018115748568716444;;
77;2020-04-10;0.0001957669603393551;;
78;2020-04-11;0.00020520008305894218;;
79;2020-04-12;0.00021352080923140815;;
80;2020-04-13;0.0002220195188514135;;
81;2020-04-14;0.00023303966064489335;;
82;2020-04-15;0.00025436801044169556;;
83;2020-04-16;0.0002655364717747916;;
84;2020-04-17;0.00027682358873958057;;
85;2020-04-18;0.0002863308712289757;;
86;2020-04-19;0.0002921005013200439;;
87;2020-04-20;0.00030021358013704725;;
88;2020-04-21;0.0003080448518287799;;
89;2020-04-22;0.0003161134347838984;;
90;2020-04-23;0.00032376672302809173;;
91;2020-04-24;0.0003295363531191599;;
92;2020-04-25;0.0003350093441309958;;
93;2020-04-26;0.0003386135089436682;;
94;2020-04-27;0.00034509507282489397;;
95;2020-04-28;0.0003505383999288066;;
96;2020-04-29;0.00035685681231645457;;
97;2020-04-30;0.00036114324701136126;;
98;2020-05-01;0.0003643617810210317;;
99;2020-05-02;0.00036728367595146986;;
100;2020-05-03;0.00036928598973628784;;
101;2020-05-04;0.000373824567648542;;
102;2020-05-05;0.0003787636083177598;;
103;2020-05-06;0.0003828423956572039;;
104;2020-05-07;0.00038549731541633297;;
105;2020-05-08;0.00038908664827504375;;
106;2020-05-09;0.00039027320459197293;;
107;2020-05-10;0.000391311441369286;;
108;2020-05-11;0.00039521224526119073;;
109;2020-05-12;0.0004003737652398327;;
110;2020-05-13;0.00040163448132656996;;
111;2020-05-14;0.00040684049716709677;;
112;2020-05-15;0.00040835335647118154;;
113;2020-05-16;0.0004098068879594198;;
114;2020-05-17;0.00041697072172287977;;
115;2020-05-18;0.0004188840437839281;;
116;2020-05-19;0.00041566550977425765;;
117;2020-05-20;0.0004173118566639969;;
118;2020-05-21;0.00041852807688884933;;
119;2020-05-22;0.00042072320607516834;;
120;2020-05-23;0.0004219987541158672;;
121;2020-05-24;0.00042081219779893804;;
122;2020-05-25;0.0004221322417015218;;
123;2020-05-26;0.000424164219394263;;
124;2020-05-27;0.0004241790513482246;;
125;2020-05-28;0.0004251727922636528;;
126;2020-05-29;0.00042592922191569515;;
127;2020-05-30;0.00042677464329150724;;
128;2020-05-31;0.00042723443386431727;;
129;2020-06-01;0.000427709056391089;;
130;2020-06-02;0.00042928124351102016;;
131;2020-06-03;0.00043048263178191096;;
132;2020-06-04;0.00043115006971018363;;
133;2020-06-05;0.0004318175076384563;;
134;2020-06-06;0.00043227729821126634;;
135;2020-06-07;0.00043247011361276737;;
136;2020-06-08;0.00043328587108065617;;
137;2020-06-09;0.0004345910830292783;;
138;2020-06-10;0.0004349025540624722;;
139;2020-06-11;0.00043530301681943577;;
140;2020-06-12;0.000435718311530361;;
141;2020-06-13;0.00043607427842543977;;
142;2020-06-14;0.00043622259796505594;;
143;2020-06-15;0.0004366378926759811;;
144;2020-06-16;0.00043832873542760524;;
145;2020-06-17;0.0004386995342766456;;
146;2020-06-18;0.0004391148289875708;;
147;2020-06-19;0.00043932247634303345;;
148;2020-06-20;0.0004395894515143425;;
149;2020-06-21;0.00043967844323811216;;
150;2020-06-22;0.0004400344101331909;;
151;2020-06-23;0.00044083533564711816;;
152;2020-06-24;0.00044102815104861913;;
153;2020-06-25;0.0004413099581738898;;
154;2020-06-26;0.0004416955889768918;;
155;2020-06-27;0.00044171042093085343;;
156;2020-06-28;0.00044171042093085343;;
157;2020-06-29;0.00044222953931950993;;
158;2020-06-30;0.0004426744979383584;;
159;2020-07-01;0.0004429563050636291;;
160;2020-07-02;0.00044314912046513005;;
161;2020-07-03;0.00044341609563643917;;
162;2020-07-04;0.00044341609563643917;;
163;2020-07-05;0.00044340126368247755;;
164;2020-07-06;0.00044384622230132597;;
165;2020-07-07;0.00044400937379490376;;
166;2020-07-08;0.0004444691643677138;;
167;2020-07-09;0.0004447064756310996;;
168;2020-07-10;0.0004450921064341016;;
169;2020-07-11;0.00044513660229598647;;
170;2020-07-12;0.00044513660229598647;;
171;2020-07-13;0.0004454777372371036;;
172;2020-07-14;0.00044550740114502685;;
173;2020-07-15;0.000446812613093649;;
174;2020-07-16;0.0004470647563109964;;
175;2020-07-17;0.0004472575717124974;;
176;2020-07-18;0.00044730206757438224;;
177;2020-07-19;0.00044730206757438224;;
178;2020-07-20;0.000447658034469461;;
179;2020-07-21;0.00044746521906796003;;
180;2020-07-22;0.0004475542107917297;;
181;2020-07-23;0.0004477173622853075;;
182;2020-07-24;0.0004478656818249236;;
183;2020-07-25;0.0004478656818249236;;
184;2020-07-26;0.0004478656818249236;;
185;2020-07-27;0.00044813265699623266;;
186;2020-07-28;0.0004483254723977337;;
187;2020-07-29;0.0004485331197531963;;
188;2020-07-30;0.0004487704310165821;;
189;2020-07-31;0.0004489335825101599;;
190;2020-08-01;0.0004489335825101599;;
191;2020-08-02;0.0004489335825101599;;
192;2020-08-03;0.00044937854112900836;;
193;2020-08-04;0.00044940820503693154;;
194;2020-08-05;0.00044957135653050933;;
195;2020-08-06;0.0004496306843463558;;
196;2020-08-07;0.0004498234997478568;;
197;2020-08-08;0.0004498383317018184;;
198;2020-08-09;0.0004498383317018184;;
199;2020-08-10;0.0004500608110112426;;
200;2020-08-11;0.00045025362641274363;;
201;2020-08-12;0.0004505354335380143;;
202;2020-08-13;0.00045078757675536175;;
203;2020-08-14;0.00045106938388063243;;
204;2020-08-15;0.00045108421583459405;;
205;2020-08-16;0.0004511138797425173;;
206;2020-08-17;0.00045139568686778796;;
207;2020-08-18;0.0004517219898549435;;
208;2020-08-19;0.00045198896502625255;;
209;2020-08-20;0.00045215211651983034;;
210;2020-08-21;0.0004525080834149091;;
211;2020-08-22;0.0004526415710005636;;
212;2020-08-23;0.0004526415710005636;;
213;2020-08-24;0.00045287888226394943;;
214;2020-08-25;0.0004531606893892201;;
215;2020-08-26;0.0004531606893892201;;
216;2020-08-27;0.00045367980777787667;;
217;2020-08-28;0.00045394678294918573;;
218;2020-08-29;0.00045403577467295543;;
219;2020-08-30;0.00045408027053484023;;
220;2020-08-31;0.0004545400611076503;;
221;2020-09-01;0.00045494052386461394;;
222;2020-09-02;0.00045532615466761594;;
223;2020-09-03;0.0004555782978849634;;
224;2020-09-04;0.0004552816588057311;;
225;2020-09-05;0.00045545964225327044;;
226;2020-09-06;0.0004555189700691169;;
227;2020-09-07;0.00045586010501023406;;
