date;state;country;confirmed
2021-04-03;no;Germany;2873190.0
2021-04-03;no;Italy;
2021-04-04;no;France;
2021-04-04;no;Germany;2885386.0
2021-04-04;no;Italy;
2021-04-05;no;France;
2021-04-05;no;Germany;2893883.0
2021-04-05;no;Italy;
2021-04-06;no;France;
2021-04-06;no;Germany;2900768.0
2021-04-06;no;Italy;
2021-04-07;no;France;
2021-04-07;no;Germany;2910445.0
2021-04-07;no;Italy;
2021-04-08;no;France;
2021-04-08;no;Germany;2930852.0
2021-04-08;no;Italy;
2021-04-09;no;France;
2021-04-09;no;Germany;2956316.0
2021-04-09;no;Italy;
2021-04-10;no;France;
2021-04-10;no;Germany;2980413.0
2021-04-10;no;Italy;
2021-04-11;no;France;
2021-04-11;no;Germany;2998268.0
2021-04-11;no;Italy;
2021-04-12;no;France;
2021-04-12;no;Germany;3011513.0
2021-04-12;no;Italy;
2021-04-13;no;France;
2021-04-13;no;Germany;3022323.0
2021-04-13;no;Italy;
2021-04-14;no;France;
2021-04-14;no;Germany;3044016.0
2021-04-14;no;Italy;
2021-04-15;no;France;
2021-04-15;no;Germany;3073442.0
2021-04-15;no;Italy;
2021-04-16;no;France;
2021-04-16;no;Germany;3099273.0
2021-04-16;no;Italy;
2021-04-17;no;France;
2021-04-17;no;Germany;3123077.0
2021-04-17;no;Italy;
2021-04-18;no;France;
2021-04-18;no;Germany;3142262.0
2021-04-18;no;Italy;
2021-04-19;no;France;
2021-04-19;no;Germany;3153699.0
2021-04-19;no;Italy;
2021-04-20;no;France;
2021-04-20;no;Germany;3163308.0
2021-04-20;no;Italy;
2021-04-21;no;France;
2021-04-21;no;Germany;3188192.0
2021-04-21;no;Italy;
2021-04-22;no;France;
2021-04-22;no;Germany;3217710.0
2021-04-22;no;Italy;
2021-04-23;no;France;
2021-04-23;no;Germany;3245253.0
2021-04-23;no;Italy;
2021-04-24;no;France;
2021-04-24;no;Germany;3268645.0
2021-04-24;no;Italy;
2021-04-25;no;France;
2021-04-25;no;Germany;3287418.0
2021-04-25;no;Italy;
2021-04-26;no;France;
2021-04-26;no;Germany;3299325.0
2021-04-26;no;Italy;
2021-04-27;no;France;
2021-04-27;no;Germany;3310301.0
2021-04-27;no;Italy;
2021-04-28;no;France;
2021-04-28;no;Germany;3332532.0
2021-04-28;no;Italy;
2021-04-29;no;France;
2021-04-29;no;Germany;3357268.0
2021-04-29;no;Italy;
2021-04-30;no;France;
2021-04-30;no;Germany;3381597.0
2021-04-30;no;Italy;
2021-05-01;no;France;
2021-05-01;no;Germany;3400532.0
2021-05-01;no;Italy;
2021-05-02;no;France;
2021-05-02;no;Germany;3416822.0
2021-05-02;no;Italy;
2021-05-03;no;France;
2021-05-03;no;Germany;3425982.0
2021-05-03;no;Italy;
2021-05-04;no;France;
2021-05-04;no;Germany;3433516.0
2021-05-04;no;Italy;
2021-05-05;no;France;
2021-05-05;no;Germany;3451550.0
2021-05-05;no;Italy;
2021-05-06;no;France;
2021-05-06;no;Germany;3473503.0
2021-05-06;no;Italy;
2021-05-07;no;France;
2021-05-07;no;Germany;3491988.0
2021-05-07;no;Italy;
2021-05-08;no;France;
2021-05-08;no;Germany;3507673.0
2021-05-08;no;Italy;
2021-05-09;no;France;
2021-05-09;no;Germany;3520329.0
2021-05-09;no;Italy;
2021-05-10;no;France;
2021-05-10;no;Germany;3527251.0
2021-05-10;no;Italy;
2021-05-11;no;France;
2021-05-11;no;Germany;3533376.0
2021-05-11;no;Italy;
2021-05-12;no;France;
2021-05-12;no;Germany;3548285.0
2021-05-12;no;Italy;
2021-05-13;no;France;
2021-05-13;no;Germany;3565704.0
2021-05-13;no;Italy;
2021-05-14;no;France;
2021-05-14;no;Germany;3577040.0
2021-05-14;no;Italy;
2021-05-15;no;France;
2021-05-15;no;Germany;3584934.0
2021-05-15;no;Italy;
2021-05-16;no;France;
2021-05-16;no;Germany;3593434.0
2021-05-16;no;Italy;
2021-05-17;no;France;
2021-05-17;no;Germany;3598846.0
2021-05-17;no;Italy;
2021-05-18;no;France;
2021-05-18;no;Germany;3603055.0
2021-05-18;no;Italy;
2021-05-19;no;France;
2021-05-19;no;Germany;3614095.0
2021-05-19;no;Italy;
2021-05-20;no;France;
2021-05-20;no;Germany;3626393.0
2021-05-20;no;Italy;
2021-05-21;no;France;
2021-05-21;no;Germany;3635162.0
2021-05-21;no;Italy;
2021-05-22;no;France;
2021-05-22;no;Germany;3642244.0
2021-05-22;no;Italy;
2021-05-23;no;France;
2021-05-23;no;Germany;3648958.0
2021-05-23;no;Italy;
2021-05-24;no;France;
2021-05-24;no;Germany;3651640.0
2021-05-24;no;Italy;
2021-05-25;no;France;
2021-05-25;no;Germany;3653551.0
2021-05-25;no;Italy;
2021-05-26;no;France;
2021-05-26;no;Germany;3656177.0
2021-05-26;no;Italy;
2021-05-27;no;France;
2021-05-27;no;Germany;3662490.0
2021-05-27;no;Italy;
2021-05-28;no;France;
2021-05-28;no;Germany;3669870.0
2021-05-28;no;Italy;
2021-05-29;no;France;
2021-05-29;no;Germany;3675296.0
2021-05-29;no;Italy;
2021-05-30;no;France;
2021-05-30;no;Germany;3679148.0
2021-05-30;no;Italy;
2021-05-31;no;France;
2021-05-31;no;Germany;3681126.0
2021-05-31;no;Italy;
2021-06-01;no;France;
2021-06-01;no;Germany;3682911.0
2021-06-01;no;Italy;
2021-06-02;no;France;
2021-06-02;no;Germany;3687828.0
2021-06-02;no;Italy;
2021-06-03;no;France;
2021-06-03;no;Germany;3692468.0
2021-06-03;no;Italy;
2021-06-04;no;France;
2021-06-04;no;Germany;3695633.0
2021-06-04;no;Italy;
2021-06-05;no;France;
2021-06-05;no;Germany;3697927.0
2021-06-05;no;Italy;
2021-06-06;no;France;
2021-06-06;no;Germany;3700367.0
2021-06-06;no;Italy;
2021-06-07;no;France;
2021-06-07;no;Germany;3701484.0
2021-06-07;no;Italy;
2021-06-08;no;France;
2021-06-08;no;Germany;3702688.0
2021-06-08;no;Italy;
2021-06-09;no;France;
2021-06-09;no;Germany;3705942.0
2021-06-09;no;Italy;
2021-06-10;no;France;
2021-06-10;no;Germany;3709129.0
2021-06-10;no;Italy;
2021-06-11;no;France;
2021-06-11;no;Germany;3711569.0
2021-06-11;no;Italy;
2021-06-12;no;France;
2021-06-12;no;Germany;3713480.0
2021-06-12;no;Italy;
2021-06-13;no;France;
2021-06-13;no;Germany;3714969.0
2021-06-13;no;Italy;
2021-06-14;no;France;
2021-06-14;no;Germany;3715518.0
2021-06-14;no;Italy;
2021-06-15;no;France;
2021-06-15;no;Germany;3716170.0
2021-06-15;no;Italy;
2021-06-16;no;France;
2021-06-16;no;Germany;3717625.0
2021-06-16;no;Italy;
2021-06-17;no;France;
2021-06-17;no;Germany;3718955.0
2021-06-17;no;Italy;
2021-06-18;no;France;
2021-06-18;no;Germany;3720031.0
2021-06-18;no;Italy;
2021-06-19;no;France;
2021-06-19;no;Germany;3721139.0
2021-06-19;no;Italy;
2021-06-20;no;France;
2021-06-20;no;Germany;3721981.0
2021-06-20;no;Italy;
2021-06-21;no;France;
2021-06-21;no;Germany;3722327.0
2021-06-21;no;Italy;
2021-06-22;no;France;
2021-06-22;no;Germany;3722782.0
2021-06-22;no;Italy;
2021-06-23;no;France;
2021-06-23;no;Germany;3723798.0
2021-06-23;no;Italy;
2021-06-24;no;France;
2021-06-24;no;Germany;3724806.0
2021-06-24;no;Italy;
2021-06-25;no;France;
2021-06-25;no;Germany;3725580.0
2021-06-25;no;Italy;
2021-06-26;no;France;
2021-06-26;no;Germany;3726172.0
2021-06-26;no;Italy;
2021-06-27;no;France;
2021-06-27;no;Germany;3726710.0
2021-06-27;no;Italy;
2021-06-28;no;France;
2021-06-28;no;Germany;3726929.0
2021-06-28;no;Italy;
2021-06-29;no;France;
2021-06-29;no;Germany;3727333.0
2021-06-29;no;Italy;
2021-06-30;no;France;
2021-06-30;no;Germany;3728141.0
2021-06-30;no;Italy;
2021-07-01;no;France;
2021-07-01;no;Germany;3729033.0
2021-07-01;no;Italy;
2021-07-02;no;France;
2021-07-02;no;Germany;3729682.0
2021-07-02;no;Italy;
2021-07-03;no;France;
2021-07-03;no;Germany;3730353.0
2021-07-03;no;Italy;
2021-07-04;no;France;
2021-07-04;no;Germany;3730912.0
2021-07-04;no;Italy;
2021-07-05;no;France;
2021-07-05;no;Germany;3731124.0
2021-07-05;no;Italy;
2021-07-06;no;France;
2021-07-06;no;Germany;3731564.0
2021-07-06;no;Italy;
2021-07-07;no;France;
2021-07-07;no;Germany;3732549.0
2021-07-07;no;Italy;
2021-07-08;no;France;
2021-07-08;no;Germany;3733519.0
2021-07-08;no;Italy;
2021-07-09;no;France;
2021-07-09;no;Germany;3734468.0
2021-07-09;no;Italy;
2021-07-10;no;France;
2021-07-10;no;Germany;3735420.0
2021-07-10;no;Italy;
2021-07-11;no;France;
2021-07-11;no;Germany;3736165.0
2021-07-11;no;Italy;
2021-07-12;no;France;
2021-07-12;no;Germany;3736489.0
2021-07-12;no;Italy;
2021-07-13;no;France;
2021-07-13;no;Germany;3737135.0
2021-07-13;no;Italy;
2021-07-14;no;France;
2021-07-14;no;Germany;3738683.0
2021-07-14;no;Italy;
2021-07-15;no;France;
2021-07-15;no;Germany;3740325.0
2021-07-15;no;Italy;
2021-07-16;no;France;
2021-07-16;no;Germany;3741781.0
2021-07-16;no;Italy;
2021-07-17;no;France;
2021-07-17;no;Germany;3743389.0
2021-07-17;no;Italy;
2021-07-18;no;France;
2021-07-18;no;Germany;3744681.0
2021-07-18;no;Italy;
2021-07-19;no;France;
2021-07-19;no;Germany;3745227.0
2021-07-19;no;Italy;
2021-07-20;no;France;
2021-07-20;no;Germany;3746410.0
2021-07-20;no;Italy;
2021-07-21;no;France;
2021-07-21;no;Germany;3748613.0
2021-07-21;no;Italy;
2021-07-22;no;France;
2021-07-22;no;Germany;3750503.0
2021-07-22;no;Italy;
2021-07-23;no;France;
2021-07-23;no;Germany;3752592.0
2021-07-23;no;Italy;
2021-07-24;no;France;
2021-07-24;no;Germany;3754511.0
2021-07-24;no;Italy;
2021-07-25;no;France;
2021-07-25;no;Germany;3755898.0
2021-07-25;no;Italy;
2021-07-26;no;France;
2021-07-26;no;Germany;3756856.0
2021-07-26;no;Italy;
2021-07-27;no;France;
2021-07-27;no;Germany;3758401.0
2021-07-27;no;Italy;
2021-07-28;no;France;
2021-07-28;no;Germany;3761169.0
2021-07-28;no;Italy;
2021-07-29;no;France;
2021-07-29;no;Germany;3764311.0
2021-07-29;no;Italy;
2021-07-30;no;France;
2021-07-30;no;Germany;3766765.0
2021-07-30;no;Italy;
2021-07-31;no;France;
2021-07-31;no;Germany;3769165.0
2021-07-31;no;Italy;
2021-08-01;no;France;
2021-08-01;no;Germany;3771262.0
2021-08-01;no;Italy;
2021-08-02;no;France;
2021-08-02;no;Germany;3772109.0
2021-08-02;no;Italy;
2021-08-03;no;France;
2021-08-03;no;Germany;3773875.0
2021-08-03;no;Italy;
2021-08-04;no;France;
2021-08-04;no;Germany;3777446.0
2021-08-04;no;Italy;
2021-08-05;no;France;
2021-08-05;no;Germany;3780985.0
2021-08-05;no;Italy;
2021-08-06;no;France;
2021-08-06;no;Germany;3784433.0
2021-08-06;no;Italy;
2021-08-07;no;France;
2021-08-07;no;Germany;3787639.0
2021-08-07;no;Italy;
2021-08-08;no;France;
2021-08-08;no;Germany;3790766.0
2021-08-08;no;Italy;
2021-08-09;no;France;
2021-08-09;no;Germany;3791949.0
2021-08-09;no;Italy;
2021-08-10;no;France;
2021-08-10;no;Germany;3794429.0
2021-08-10;no;Italy;
2021-08-11;no;France;
2021-08-11;no;Germany;3799425.0
2021-08-11;no;Italy;
2021-08-12;no;France;
2021-08-12;no;Germany;3805063.0
2021-08-12;no;Italy;
2021-08-13;no;France;
2021-08-13;no;Germany;3810641.0
2021-08-13;no;Italy;
2021-08-14;no;France;
2021-08-14;no;Germany;3816285.0
2021-08-14;no;Italy;
2021-08-15;no;France;
2021-08-15;no;Germany;3821013.0
2021-08-15;no;Italy;
2021-08-16;no;France;
2021-08-16;no;Germany;3823139.0
2021-08-16;no;Italy;
2021-08-17;no;France;
2021-08-17;no;Germany;3827051.0
2021-08-17;no;Italy;
2021-08-18;no;France;
2021-08-18;no;Germany;3835375.0
2021-08-18;no;Italy;
2021-08-19;no;France;
2021-08-19;no;Germany;3843775.0
2021-08-19;no;Italy;
2021-08-20;no;France;
2021-08-20;no;Germany;3853055.0
2021-08-20;no;Italy;
2021-08-21;no;France;
2021-08-21;no;Germany;3861147.0
2021-08-21;no;Italy;
2021-08-22;no;France;
2021-08-22;no;Germany;3868197.0
2021-08-22;no;Italy;
2021-08-23;no;France;
2021-08-23;no;Germany;3871865.0
2021-08-23;no;Italy;
2021-08-24;no;France;
2021-08-24;no;Germany;3877612.0
2021-08-24;no;Italy;
2021-08-25;no;France;
2021-08-25;no;Germany;3889173.0
2021-08-25;no;Italy;
2021-08-26;no;France;
2021-08-26;no;Germany;3901799.0
2021-08-26;no;Italy;
2021-08-27;no;France;
2021-08-27;no;Germany;3913828.0
2021-08-27;no;Italy;
2021-08-28;no;France;
2021-08-28;no;Germany;3924131.0
2021-08-28;no;Italy;
2021-08-29;no;France;
2021-08-29;no;Germany;3932547.0
2021-08-29;no;Italy;
2021-08-30;no;France;
2021-08-30;no;Germany;3937106.0
2021-08-30;no;Italy;
2021-08-31;no;France;
2021-08-31;no;Germany;3942856.0
2021-08-31;no;Italy;
2021-09-01;no;France;
2021-09-01;no;Germany;3956387.0
2021-09-01;no;Italy;
2021-09-02;no;France;
2021-09-02;no;Germany;3970102.0
2021-09-02;no;Italy;
2021-09-03;no;France;
2021-09-03;no;Germany;3984353.0
2021-09-03;no;Italy;
2021-09-04;no;France;
2021-09-04;no;Germany;3995188.0
2021-09-04;no;Italy;
2021-09-05;no;France;
2021-09-05;no;Germany;4005641.0
2021-09-05;no;Italy;
2021-09-06;no;France;
2021-09-06;no;Germany;4010390.0
2021-09-06;no;Italy;
2021-09-07;no;France;
2021-09-07;no;Germany;4017116.0
2021-09-07;no;Italy;
2021-09-08;no;France;
2021-09-08;no;Germany;4030681.0
2021-09-08;no;Italy;
2021-09-09;no;France;
2021-09-09;no;Germany;4046112.0
2021-09-09;no;Italy;
2021-09-10;no;France;
2021-09-10;no;Germany;4059081.0
2021-09-10;no;Italy;
2021-09-11;no;France;
2021-09-11;no;Germany;4070295.0
2021-09-11;no;Italy;
2021-09-12;no;France;
2021-09-12;no;Germany;4077640.0
2021-09-12;no;Italy;
2021-09-13;no;France;
2021-09-13;no;Germany;4083151.0
2021-09-13;no;Italy;
2021-09-14;no;France;
2021-09-14;no;Germany;4089476.0
2021-09-14;no;Italy;
2021-09-15;no;France;
2021-09-15;no;Germany;4101931.0
2021-09-15;no;Italy;
2021-09-16;no;France;
2021-09-16;no;Germany;4114856.0
2021-09-16;no;Italy;
2021-09-17;no;France;
2021-09-17;no;Germany;4125878.0
2021-09-17;no;Italy;
2021-09-18;no;France;
2021-09-18;no;Germany;4134779.0
2021-09-18;no;Italy;
2021-09-19;no;France;
2021-09-19;no;Germany;4142116.0
2021-09-19;no;Italy;
2021-09-20;no;France;
2021-09-20;no;Germany;4145852.0
2021-09-20;no;Italy;
2021-09-21;no;France;
2021-09-21;no;Germany;4150516.0
2021-09-21;no;Italy;
2021-09-22;no;France;
2021-09-22;no;Germany;4160970.0
2021-09-22;no;Italy;
2021-09-23;no;France;
2021-09-23;no;Germany;4171666.0
2021-09-23;no;Italy;
2021-09-24;no;France;
2021-09-24;no;Germany;4181393.0
2021-09-24;no;Italy;
2021-09-25;no;France;
2021-09-25;no;Germany;4188604.0
2021-09-25;no;Italy;
2021-09-26;no;France;
2021-09-26;no;Germany;4196378.0
2021-09-26;no;Italy;
2021-09-27;no;France;
2021-09-27;no;Germany;4199400.0
2021-09-27;no;Italy;
2021-09-28;no;France;
2021-09-28;no;Germany;4203571.0
2021-09-28;no;Italy;
2021-09-29;no;France;
2021-09-29;no;Germany;4215351.0
2021-09-29;no;Italy;
2021-09-30;no;France;
2021-09-30;no;Germany;4227501.0
2021-09-30;no;Italy;
2021-10-01;no;France;
2021-10-01;no;Germany;4237619.0
2021-10-01;no;Italy;
2021-10-02;no;France;
2021-10-02;no;Germany;4246136.0
2021-10-02;no;Italy;
2021-10-03;no;France;
2021-10-03;no;Germany;4252300.0
2021-10-03;no;Italy;
2021-10-04;no;France;
2021-10-04;no;Germany;4255388.0
2021-10-04;no;Italy;
2021-10-05;no;France;
2021-10-05;no;Germany;4260187.0
2021-10-05;no;Italy;
2021-10-06;no;France;
2021-10-06;no;Germany;4271734.0
2021-10-06;no;Italy;
2021-10-07;no;France;
2021-10-07;no;Germany;4283378.0
2021-10-07;no;Italy;
2021-10-08;no;France;
2021-10-08;no;Germany;4293807.0
2021-10-08;no;Italy;
2021-10-09;no;France;
2021-10-09;no;Germany;4302661.0
2021-10-09;no;Italy;
2021-10-10;no;France;
2021-10-10;no;Germany;4310273.0
2021-10-10;no;Italy;
2021-10-11;no;France;
2021-10-11;no;Germany;4313384.0
2021-10-11;no;Italy;
2021-10-12;no;France;
2021-10-12;no;Germany;4318355.0
2021-10-12;no;Italy;
2021-10-13;no;France;
2021-10-13;no;Germany;4330258.0
2021-10-13;no;Italy;
2021-10-14;no;France;
2021-10-14;no;Germany;4342640.0
2021-10-14;no;Italy;
2021-10-15;no;France;
2021-10-15;no;Germany;4354158.0
2021-10-15;no;Italy;
2021-10-16;no;France;
2021-10-16;no;Germany;4365107.0
2021-10-16;no;Italy;
2021-10-17;no;France;
2021-10-17;no;Germany;4373789.0
2021-10-17;no;Italy;
2021-10-18;no;France;
2021-10-18;no;Germany;4377845.0
2021-10-18;no;Italy;
2021-10-19;no;France;
2021-10-19;no;Germany;4384616.0
2021-10-19;no;Italy;
2021-10-20;no;France;
2021-10-20;no;Germany;4401631.0
2021-10-20;no;Italy;
2021-10-21;no;France;
2021-10-21;no;Germany;4417708.0
2021-10-21;no;Italy;
2021-10-22;no;France;
2021-10-22;no;Germany;4437280.0
2021-10-22;no;Italy;
2021-10-23;no;France;
2021-10-23;no;Germany;4452425.0
2021-10-23;no;Italy;
2021-10-24;no;France;
2021-10-24;no;Germany;4466157.0
2021-10-24;no;Italy;
2021-10-25;no;France;
2021-10-25;no;Germany;4472730.0
2021-10-25;no;Italy;
2021-10-26;no;France;
2021-10-26;no;Germany;4483203.0
2021-10-26;no;Italy;
2021-10-27;no;France;
2021-10-27;no;Germany;4506415.0
2021-10-27;no;Italy;
2021-10-28;no;France;
2021-10-28;no;Germany;4534452.0
2021-10-28;no;Italy;
2021-10-29;no;France;
2021-10-29;no;Germany;4559120.0
2021-10-29;no;Italy;
2021-10-30;no;France;
2021-10-30;no;Germany;4580663.0
2021-10-30;no;Italy;
2021-10-31;no;France;
2021-10-31;no;Germany;4597550.0
2021-10-31;no;Italy;
2021-11-01;no;France;
2021-11-01;no;Germany;4607208.0
2021-11-01;no;Italy;
2021-11-02;no;France;
2021-11-02;no;Germany;4618021.0
2021-11-02;no;Italy;
2021-11-03;no;France;
2021-11-03;no;Germany;4638419.0
2021-11-03;no;Italy;
2021-11-04;no;France;
2021-11-04;no;Germany;4672368.0
2021-11-04;no;Italy;
2021-11-05;no;France;
2021-11-05;no;Germany;4709488.0
2021-11-05;no;Italy;
2021-11-06;no;France;
2021-11-06;no;Germany;4743490.0
2021-11-06;no;Italy;
2021-11-07;no;France;
2021-11-07;no;Germany;4767033.0
2021-11-07;no;Italy;
2021-11-08;no;France;
2021-11-08;no;Germany;4782546.0
2021-11-08;no;Italy;
2021-11-09;no;France;
2021-11-09;no;Germany;4804378.0
2021-11-09;no;Italy;
2021-11-10;no;France;
2021-11-10;no;Germany;4844054.0
2021-11-10;no;Italy;
2021-11-11;no;France;
2021-11-11;no;Germany;4894250.0
2021-11-11;no;Italy;
2021-11-12;no;France;
2021-11-12;no;Germany;4942890.0
2021-11-12;no;Italy;
2021-11-13;no;France;
2021-11-13;no;Germany;4987971.0
2021-11-13;no;Italy;
2021-11-14;no;France;
2021-11-14;no;Germany;5021469.0
2021-11-14;no;Italy;
2021-11-15;no;France;
2021-11-15;no;Germany;5045076.0
2021-11-15;no;Italy;
2021-11-16;no;France;
2021-11-16;no;Germany;5077124.0
2021-11-16;no;Italy;
2021-11-17;no;France;
2021-11-17;no;Germany;5129950.0
2021-11-17;no;Italy;
2021-11-18;no;France;
2021-11-18;no;Germany;5195321.0
2021-11-18;no;Italy;
2021-11-19;no;France;
2021-11-19;no;Germany;5248291.0
2021-11-19;no;Italy;
2021-11-20;no;France;
2021-11-20;no;Germany;5312215.0
2021-11-20;no;Italy;
2021-11-21;no;France;
2021-11-21;no;Germany;5354942.0
2021-11-21;no;Italy;
2021-11-22;no;France;
2021-11-22;no;Germany;5385585.0
2021-11-22;no;Italy;
2021-11-23;no;France;
2021-11-23;no;Germany;5430911.0
2021-11-23;no;Italy;
2021-11-24;no;France;
2021-11-24;no;Germany;5497795.0
2021-11-24;no;Italy;
2021-11-25;no;France;
2021-11-25;no;Germany;5573756.0
2021-11-25;no;Italy;
2021-11-26;no;France;
2021-11-26;no;Germany;5650170.0
2021-11-26;no;Italy;
2021-11-27;no;France;
2021-11-27;no;Germany;5717295.0
2021-11-27;no;Italy;
2021-11-28;no;France;
2021-11-28;no;Germany;5761696.0
2021-11-28;no;Italy;
2021-11-29;no;France;
2021-11-29;no;Germany;5791060.0
2021-11-29;no;Italy;
2021-11-30;no;France;
2021-11-30;no;Germany;5836813.0
2021-11-30;no;Italy;
2021-12-01;no;France;
2021-12-01;no;Germany;5903999.0
2021-12-01;no;Italy;
2021-12-02;no;France;
2021-12-02;no;Germany;5977208.0
2021-12-02;no;Italy;
2021-12-03;no;France;
2021-12-03;no;Germany;6051560.0
2021-12-03;no;Italy;
2021-12-04;no;France;
2021-12-04;no;Germany;6116070.0
2021-12-04;no;Italy;
2021-12-05;no;France;
2021-12-05;no;Germany;6158125.0
2021-12-05;no;Italy;
2021-12-06;no;France;
2021-12-06;no;Germany;6185961.0
2021-12-06;no;Italy;
2021-12-07;no;France;
2021-12-07;no;Germany;6222020.0
2021-12-07;no;Italy;
2021-12-08;no;France;
2021-12-08;no;Germany;6291621.0
2021-12-08;no;Italy;
2021-12-09;no;France;
2021-12-09;no;Germany;6362232.0
2021-12-09;no;Italy;
2021-12-10;no;France;
2021-12-10;no;Germany;6423520.0
2021-12-10;no;Italy;
2021-12-11;no;France;
2021-12-11;no;Germany;6477217.0
2021-12-11;no;Italy;
2021-12-12;no;France;
2021-12-12;no;Germany;6509863.0
2021-12-12;no;Italy;
2021-12-13;no;France;
2021-12-13;no;Germany;6531606.0
2021-12-13;no;Italy;
2021-12-14;no;France;
2021-12-14;no;Germany;6562429.0
2021-12-14;no;Italy;
2021-12-15;no;France;
2021-12-15;no;Germany;6613730.0
2021-12-15;no;Italy;
2021-12-16;no;France;
2021-12-16;no;Germany;6670407.0
2021-12-16;no;Italy;
2021-12-17;no;France;
2021-12-17;no;Germany;6721375.0
2021-12-17;no;Italy;
2021-12-18;no;France;
2021-12-18;no;Germany;6764188.0
2021-12-18;no;Italy;
2021-12-19;no;France;
2021-12-19;no;Germany;6793536.0
2021-12-19;no;Italy;
2021-12-20;no;France;
2021-12-20;no;Germany;6809622.0
2021-12-20;no;Italy;
2021-12-21;no;France;
2021-12-21;no;Germany;6833050.0
2021-12-21;no;Italy;
2021-12-22;no;France;
2021-12-22;no;Germany;6878709.0
2021-12-22;no;Italy;
2021-12-23;no;France;
2021-12-23;no;Germany;6923636.0
2021-12-23;no;Italy;
2021-12-24;no;France;
2021-12-24;no;Germany;6959067.0
2021-12-24;no;Italy;
2021-12-25;no;France;
2021-12-25;no;Germany;6981281.0
2021-12-25;no;Italy;
2021-12-26;no;France;
2021-12-26;no;Germany;6991381.0
2021-12-26;no;Italy;
2021-12-27;no;France;
2021-12-27;no;Germany;7005289.0
2021-12-27;no;Italy;
2021-12-28;no;France;
2021-12-28;no;Germany;7026369.0
2021-12-28;no;Italy;
2021-12-29;no;France;
2021-12-29;no;Germany;7066412.0
2021-12-29;no;Italy;
2021-12-30;no;France;
2021-12-30;no;Germany;7109182.0
2021-12-30;no;Italy;
2021-12-31;no;France;
2021-12-31;no;Germany;7150422.0
2021-12-31;no;Italy;
2022-01-01;no;France;
2022-01-01;no;Germany;7176814.0
2022-01-01;no;Italy;
2022-01-02;no;France;
2022-01-02;no;Germany;7189329.0
2022-01-02;no;Italy;
2022-01-03;no;France;
2022-01-03;no;Germany;7207847.0
2022-01-03;no;Italy;
2022-01-04;no;France;
2022-01-04;no;Germany;7238408.0
2022-01-04;no;Italy;
2022-01-05;no;France;
2022-01-05;no;Germany;7297320.0
2022-01-05;no;Italy;
2022-01-06;no;France;
2022-01-06;no;Germany;7361660.0
2022-01-06;no;Italy;
2022-01-07;no;France;
2022-01-07;no;Germany;7417995.0
2022-01-07;no;Italy;
2022-01-08;no;France;
2022-01-08;no;Germany;7473884.0
2022-01-08;no;Italy;
2022-01-09;no;France;
2022-01-09;no;Germany;7510436.0
2022-01-09;no;Italy;
2022-01-10;no;France;
2022-01-10;no;Germany;7535691.0
2022-01-10;no;Italy;
2022-01-11;no;France;
2022-01-11;no;Germany;7581381.0
2022-01-11;no;Italy;
2022-01-12;no;France;
2022-01-12;no;Germany;7661811.0
2022-01-12;no;Italy;
2022-01-13;no;France;
2022-01-13;no;Germany;7743228.0
2022-01-13;no;Italy;
2022-01-14;no;France;
2022-01-14;no;Germany;7835451.0
2022-01-14;no;Italy;
2022-01-15;no;France;
2022-01-15;no;Germany;7913473.0
2022-01-15;no;Italy;
2022-01-16;no;France;
2022-01-16;no;Germany;7965977.0
2022-01-16;no;Italy;
2022-01-17;no;France;
2022-01-17;no;Germany;8000122.0
2022-01-17;no;Italy;
2022-01-18;no;France;
2022-01-18;no;Germany;8074527.0
2022-01-18;no;Italy;
2022-01-19;no;France;
2022-01-19;no;Germany;8186850.0
2022-01-19;no;Italy;
2022-01-20;no;France;
2022-01-20;no;Germany;8320386.0
2022-01-20;no;Italy;
2022-01-21;no;France;
2022-01-21;no;Germany;8460546.0
2022-01-21;no;Italy;
2022-01-22;no;France;
2022-01-22;no;Germany;8596007.0
2022-01-22;no;Italy;
2022-01-23;no;France;
2022-01-23;no;Germany;8681447.0
2022-01-23;no;Italy;
2022-01-24;no;France;
2022-01-24;no;Germany;8744840.0
2022-01-24;no;Italy;
2022-01-25;no;France;
2022-01-25;no;Germany;8871795.0
2022-01-25;no;Italy;
2022-01-26;no;France;
2022-01-26;no;Germany;9035795.0
2022-01-26;no;Italy;
2022-01-27;no;France;
2022-01-27;no;Germany;9238931.0
2022-01-27;no;Italy;
2022-01-28;no;France;
2022-01-28;no;Germany;9429079.0
2022-01-28;no;Italy;
2022-01-29;no;France;
2022-01-29;no;Germany;9618245.0
2022-01-29;no;Italy;
2022-01-30;no;France;
2022-01-30;no;Germany;9737215.0
2022-01-30;no;Italy;
2022-01-31;no;France;
2022-01-31;no;Germany;9815533.0
2022-01-31;no;Italy;
2022-02-01;no;France;
2022-02-01;no;Germany;9978146.0
2022-02-01;no;Italy;
2022-02-02;no;France;
2022-02-02;no;Germany;10186644.0
2022-02-02;no;Italy;
2022-02-03;no;France;
2022-02-03;no;Germany;10422764.0
2022-02-03;no;Italy;
2022-02-04;no;France;
2022-02-04;no;Germany;10671602.0
2022-02-04;no;Italy;
2022-02-05;no;France;
2022-02-05;no;Germany;10889417.0
2022-02-05;no;Italy;
2022-02-06;no;France;
2022-02-06;no;Germany;11022590.0
2022-02-06;no;Italy;
2022-02-07;no;France;
2022-02-07;no;Germany;11117857.0
2022-02-07;no;Italy;
